uuid,sha256,original_filename,relative_path,mime_type,extension,file_size_bytes,page_count,language,script,ocr_required,native_pdf,mixed_pdf,author,publisher,edition,title,subject,import_timestamp,processing_status,pipeline_version,metadata_confidence,extraction_method,notes
BOOK-e3d27087,a0cf9c6b5db3e14d7f78b3ebacb1a430d31a83e6a2db9d8654faed02c93d4f33,2015.378440.Aatm-Bodh_text.pdf,knowledge/raw/source_library/Aatmbodh hindi/2015.378440.Aatm-Bodh_text.pdf,application/pdf,.pdf,2873871,36,hindi,devanagari,False,True,False,"Sudhir ""naman""",,,Aatm Bodh,IIIT,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-b10735d4,b3d210288ea2a002079966784610bdaa23f0af7b67d43b602c8023428c731bfc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,knowledge/raw/source_library/Aatmbodh hindi/D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,image/jpeg,.jpeg,377375,0,hindi,unknown,True,False,False,,,,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971,,2026-07-11T17:20:15Z,pending,0.1.0,0.4,filename_heuristic,
BOOK-b691aabe,a6ec0ba5189c1b61a36fe16b7b678c8775d26286ee4464fb0cdb39d96eda5ba5,Prakashika-10 Abhigyan Shankuntal.pdf,knowledge/raw/source_library/Abhigyan shakuntalam/Prakashika-10 Abhigyan Shankuntal.pdf,application/pdf,.pdf,5033222,262,english,latin,False,True,False,Anil,,,Prakashika-10 Abhigyan Shankuntal,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-bddfac0e,4bd88e17340453130ee46d54c76342bbd6d6fa94157ca3e7dd0dce0194a09854,WG463-1981-AkashBhairavaKalpamOfUmaMaheshwara.pdf,knowledge/raw/source_library/Akash bhairav kalpam/WG463-1981-AkashBhairavaKalpamOfUmaMaheshwara.pdf,application/pdf,.pdf,82057898,345,unknown,unknown,True,False,False,,,,WG463-1981-AkashBhairavaKalpamOfUmaMaheshwara,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-4e48d43d,030ca28c36ff1333e900ca73ed57f133f70bd6fc57734bcbf23c2769fafef288,Ancient Indian Scientific Thought (1).pdf,knowledge/raw/source_library/Ancient Indian scientist/Ancient Indian Scientific Thought (1).pdf,application/pdf,.pdf,6295050,108,english,latin,False,True,False,,,,Ancient Indian Scientific Thought,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-232f2f95,e5e65f5a6e60f1801d148585bb8a4005408492561dd0313b55792620972ba6a3,Arthasastra Hindi Translation Udayvir Shastri.pdf,knowledge/raw/source_library/Arthshastra/Arthasastra Hindi Translation Udayvir Shastri.pdf,application/pdf,.pdf,82422564,1020,hindi,unknown,True,False,False,,,,Arthasastra Hindi Translation Udayvir Shastri,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-b10735d4,b3d210288ea2a002079966784610bdaa23f0af7b67d43b602c8023428c731bfc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,knowledge/raw/source_library/Aryabhatta (English)/D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,image/jpeg,.jpeg,377375,0,english,unknown,True,False,False,,,,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971,,2026-07-11T17:20:15Z,pending,0.1.0,0.4,filename_heuristic,
BOOK-20f7722d,01c9d9b02b0fe5de8563da1ad1dd36c3842049717725f2cbcdbad239b474d63a,aryabhata_with_english_commentary.pdf,knowledge/raw/source_library/Aryabhatta (English)/aryabhata_with_english_commentary.pdf,application/pdf,.pdf,10325018,294,hindi,devanagari,True,False,True,A K Upadhyay,,,Aryabhatiya.pub,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-1ca1ff7b,1d4b0bcd6b005ff862954b86ba41a3d5d2d1e10648025353a458d9f4ae97ad18,Aditya Hridyam Stotram.pdf,knowledge/raw/source_library/Astang hridyam hindi/Aditya Hridyam Stotram.pdf,application/pdf,.pdf,669385,17,sanskrit,devanagari,False,True,False,,,,Aditya Hridyam Stotram,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-b10735d4,b3d210288ea2a002079966784610bdaa23f0af7b67d43b602c8023428c731bfc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,knowledge/raw/source_library/Astang hridyam hindi/D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,image/jpeg,.jpeg,377375,0,hindi,unknown,True,False,False,,,,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971,,2026-07-11T17:20:15Z,pending,0.1.0,0.4,filename_heuristic,
BOOK-55e2a39e,32c8232279e956381935d13975ed242ba723d7d45d465036c04fb69ae540d064,Hindi Book-Astanga-hrdayam.pdf,knowledge/raw/source_library/Astang hridyam hindi/Hindi Book-Astanga-hrdayam.pdf,application/pdf,.pdf,76466203,387,hindi,unknown,True,False,False,,,,Hindi Book-Astanga-hrdayam,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-51b5cd69,924261b43c437d4cd6e0c0c57ee69a6b5d80b4215c261c0039a70c7b28945dc4,28Nakshatras-TheRealSecretsofVedicAstrologyAne-book.docx,knowledge/raw/source_library/Astrology (English)/28Nakshatras-TheRealSecretsofVedicAstrologyAne-book.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,.docx,148181,0,english,unknown,False,False,False,,,,28Nakshatras-TheRealSecretsofVedicAstrologyAne-book,,2026-07-11T17:20:15Z,pending,0.1.0,0.7,python-docx,
BOOK-fbd348c2,13609f1af89541e070c798b8c70c6bfd74a8b9a71a71388913bf898e9f9ddf3f,BPHS - 1 RSanthanam.pdf,knowledge/raw/source_library/Astrology (English)/BPHS - 1 RSanthanam.pdf,application/pdf,.pdf,11285715,482,english,latin,False,True,False,,,,BPHS - 1 RSanthanam,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-ba43d08e,ad7172b615568eb812961c71cff352f354c5676b955bc34cfcfdcf431404cd45,BPHS - 2 RSanthanam.pdf,knowledge/raw/source_library/Astrology (English)/BPHS - 2 RSanthanam.pdf,application/pdf,.pdf,11872488,552,english,latin,False,True,False,,,,BPHS - 2 RSanthanam,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-b10735d4,b3d210288ea2a002079966784610bdaa23f0af7b67d43b602c8023428c731bfc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,knowledge/raw/source_library/Astrology (English)/D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,image/jpeg,.jpeg,377375,0,english,unknown,True,False,False,,,,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971,,2026-07-11T17:20:15Z,pending,0.1.0,0.4,filename_heuristic,
BOOK-4f8f678c,5dc9774c85e42010cc8d9817502e320ebcebb8d8ac42869d834ea6ff81448dda,Nakshatras complete.pdf,knowledge/raw/source_library/Astrology (English)/Nakshatras complete.pdf,application/pdf,.pdf,11937519,453,english,latin,False,True,False,,,,Nakshatras complete,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-52217c89,964d8d4d2c1aa7db65a169e51cc0186b4594ef26f6daa826350a3f7891a71d74,Prashna Jyotish ( PDFDrive.com ).pdf,knowledge/raw/source_library/Astrology (English)/Prashna Jyotish ( PDFDrive.com ).pdf,application/pdf,.pdf,8532474,331,english,latin,False,True,False,,,,Prashna Jyotish ( PDFDrive.com ),,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-c8c7fa35,ea6a0f9068a1753b62c900d6e50ef56a80fd1436ee0e4d65aee9b9eaa94b0d55,raman-how-to-judge-horoscope-1.pdf,knowledge/raw/source_library/Astrology (English)/raman-how-to-judge-horoscope-1.pdf,application/pdf,.pdf,1594129,311,english,latin,False,True,False,Sergiy Yelanin,,,Microsoft Word - BVRaman - How to Judge Horoscope Vol1.doc,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-15856dc5,23a366c0b5f9894844dac371c17ce5948250dd26e024ed1f5402926870078ce0,raman-how-to-judge-horoscope-2.pdf,knowledge/raw/source_library/Astrology (English)/raman-how-to-judge-horoscope-2.pdf,application/pdf,.pdf,3697806,483,english,latin,False,True,False,Sergiy Yelanin,,,Microsoft Word - BVRaman - How to Judge Horoscope Vol2.doc,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-1593bb16,1cafa828f34764ed5e85816882df2e8f0bc014c5c57ccdb27169416e117fd4db,vedic_astro_textbook.pdf,knowledge/raw/source_library/Astrology (English)/vedic_astro_textbook.pdf,application/pdf,.pdf,3186470,515,english,latin,False,True,False,nprao,,,Microsoft Word - vaia.doc,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-e49040e7,c978d27927523d9d64fe8cf9f5d070b77a36ccaeec1bb4a6ca6d8bf6791ab250,Arogyanidhi2.pdf,knowledge/raw/source_library/Ayurveda hindi/Arogyanidhi2.pdf,application/pdf,.pdf,2544190,140,sanskrit,devanagari,False,True,False,Ashram.org,,,आरोग्यनिधि,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-760e0f64,58a4b5a39dea4cda49e5a61545bb3eb40855c715e3367d6e3a48d4f63bcdd4fb,Arogyanidhii.pdf,knowledge/raw/source_library/Ayurveda hindi/Arogyanidhii.pdf,application/pdf,.pdf,2330422,169,sanskrit,devanagari,False,True,False,Rajesh Kumar Duggal,,,आरोग्यनिधि – 2,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-b10735d4,b3d210288ea2a002079966784610bdaa23f0af7b67d43b602c8023428c731bfc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,knowledge/raw/source_library/Ayurveda hindi/D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,image/jpeg,.jpeg,377375,0,hindi,unknown,True,False,False,,,,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971,,2026-07-11T17:20:15Z,pending,0.1.0,0.4,filename_heuristic,
BOOK-8f0beb60,af052ad05d28a7e0176dbd5c44a03141e0133a0c9c45527559084e0d4065e8a1,SARAL_ROGOPCHAR_gujarati.pdf,knowledge/raw/source_library/Ayurveda hindi/SARAL_ROGOPCHAR_gujarati.pdf,application/pdf,.pdf,2184677,405,gujarati,gujarati,False,True,False,pranav,,,સરળ રોગોપચાર,,2026-07-11T17:20:15Z,pending,0.1.0,0.8,pymupdf,
BOOK-2bff0076,db7a7f67f1e0aafc94c216b2fc0c492cd05cccdd76e31a4b8808bb6dd0035404,SadhakSanjivani.pdf,knowledge/raw/source_library/Ayurveda hindi/SadhakSanjivani.pdf,application/pdf,.pdf,3506098,385,hindi,other,False,True,False,,,,SadhakSanjivani,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-c2cea911,50efd8b95c16e3589cd96171ff6e8b8a5ca1d80fbc9587e63b82781b523c769b,Vividh_Chikitsa.PDF,knowledge/raw/source_library/Ayurveda hindi/Vividh_Chikitsa.PDF,application/pdf,.pdf,591122,35,hindi,other,False,True,False,Krishna,,,VIVIDH CHIKITSA NO [6],VIVIDH CHIKITSA NO [6],2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-620d7605,eb526e2d69cbd141a7477096f83ee0aca6901b703c735f8e659dc0f1fe20ff67,Vividh_Chikitsa_no__6_.pdf,knowledge/raw/source_library/Ayurveda hindi/Vividh_Chikitsa_no__6_.pdf,application/pdf,.pdf,612572,91,hindi,other,False,True,False,Krishna,,,VIVIDH CHIKITSA NO [6],VIVIDH CHIKITSA NO [6],2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-1560f2ac,86cf396444803e6d864d5a504c5b4ecdf071b47cf11414265cad3aff296264c7,sadhak_sanjivini_sanskrit_hindi.pdf,knowledge/raw/source_library/Ayurveda hindi/sadhak_sanjivini_sanskrit_hindi.pdf,application/pdf,.pdf,3195472,384,hindi,other,False,True,False,Krishna,,,sadhak sanjivini sanskrit hindi,Sadhak Sanjivani Start Page,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-00123b3e,f96590a5e372116e01d08b4ac2094003cc2a3cc3b17e24949a0bdc2430c2aa3c,shri-bagla-sahsranaam-stotram.pdf,knowledge/raw/source_library/Baglamukhi sahstra naam/shri-bagla-sahsranaam-stotram.pdf,application/pdf,.pdf,423197,25,english,latin,False,True,False,acer,,,Microsoft Word - SHRI  BAGLA  SAHSRANAAM  STOTRAM.docx,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-d240f857,e0f860f88f9a3f98ddd1436346d27e0caa1a01eb2c69af173d9b495d34b432c1,श्री_मद्भागवत_महापुराण_द्वितीय_खण्ड.pdf,knowledge/raw/source_library/Bhagwat/श्री_मद्भागवत_महापुराण_द्वितीय_खण्ड.pdf,application/pdf,.pdf,14920977,1520,hindi,devanagari,False,True,False,Vedvyas (Gita Press Gorakhpur),,,"Srimad Bhagavat Mahapuran Vyakhyasahit Bhag-2 (Skand 9,10,11,12) Code 27 Sanskrit Hindi (Hindi Edition)",,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-d8179053,fcc63c94b7d8137414835f623523ee24b37f12cc65378362d575503a09278a2c,श्री_मद्भागवत_महापुराण_प्रथम_खण्ड.pdf,knowledge/raw/source_library/Bhagwat/श्री_मद्भागवत_महापुराण_प्रथम_खण्ड.pdf,application/pdf,.pdf,12545495,1617,hindi,devanagari,False,True,False,Vedvyas (Gita Press Gorakhpur),,,"Srimad Bhagavat Mahapuran Vyakhyasahit Bhag-1 (Skand 1,2,3,4,5,6,7,8) Code 26 Sanskrit Hindi (Hindi Edition)",,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-b10735d4,b3d210288ea2a002079966784610bdaa23f0af7b67d43b602c8023428c731bfc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,knowledge/raw/source_library/Bhagwat Geeta as it is (Prabhupada)/D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,image/jpeg,.jpeg,377375,0,unknown,unknown,True,False,False,,,,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971,,2026-07-11T17:20:16Z,pending,0.1.0,0.4,filename_heuristic,
BOOK-c579c1af,61d9d3f62e95aaede2b368cb3b5ed8424fc1f5844e088ff0558a2b8f1367e9d7,bhagavad-gita-as-it-is.pdf,knowledge/raw/source_library/Bhagwat Geeta as it is (Prabhupada)/bhagavad-gita-as-it-is.pdf,application/pdf,.pdf,34744101,952,english,latin,False,True,False,His Divine Grace A.C. Bhaktivedanta Swami Prabhupada,,,Bhagavad-gita As It Is,For more free downloads visit www.Krishnapath.org,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-bea58424,6a74ea29031c57b98addaafa69e91e7975b88b92d19802c5b511e8235a4cf9ca,455_gita_roman (1).pdf,knowledge/raw/source_library/Bhagwat geeta (English)/455_gita_roman (1).pdf,application/pdf,.pdf,673463,224,english,latin,False,True,False,RAMJI,,,1-20 (Suchi).p65,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-3e5cf531,fee82bcb8077e10ac1eb54e3c129db010e5a8db237568c9efd3cc8ca9e504aed,Bhagavad-gita-Swami-BG-Narasingha.pdf,knowledge/raw/source_library/Bhagwat geeta (English)/Bhagavad-gita-Swami-BG-Narasingha.pdf,application/pdf,.pdf,7258047,592,english,latin,False,True,False,,,,Bhagavad-gita-Swami-BG-Narasingha,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-b10735d4,b3d210288ea2a002079966784610bdaa23f0af7b67d43b602c8023428c731bfc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,knowledge/raw/source_library/Bhagwat geeta (English)/D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,image/jpeg,.jpeg,377375,0,english,unknown,True,False,False,,,,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971,,2026-07-11T17:20:16Z,pending,0.1.0,0.4,filename_heuristic,
BOOK-15ee0036,9cd0cec3ae04fc55c2edd8d485855205aea52f6c22d69d29db7bc25ef3f4e3c9,Telugu-Bhagavad-gita-His-Divine-Grace-AC-Bhaktivedanta-Swami-Prabhupada (1).pdf,knowledge/raw/source_library/Bhagwat geeta (Telugu)/Telugu-Bhagavad-gita-His-Divine-Grace-AC-Bhaktivedanta-Swami-Prabhupada (1).pdf,application/pdf,.pdf,5878115,598,telugu,telugu,False,True,False,,,,Telugu-Bhagavad-gita-His-Divine-Grace-AC-Bhaktivedanta-Swami-Prabhupada,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-bd08fb91,6ddbaae9be6954663069696dad467d4e8ba485982f8b18d4d88e24925e726646,unencrypted-geeta.pdf,knowledge/raw/source_library/Bhagwat geeta (hindi)/unencrypted-geeta.pdf,application/pdf,.pdf,497202,256,hindi,other,False,True,False,Vivek,,,Cod No. 18 (1-12).p65,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-b10735d4,b3d210288ea2a002079966784610bdaa23f0af7b67d43b602c8023428c731bfc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,knowledge/raw/source_library/Bhagwat geeta (punjabi)/D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,image/jpeg,.jpeg,377375,0,punjabi,unknown,True,False,False,,,,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971,,2026-07-11T17:20:16Z,pending,0.1.0,0.4,filename_heuristic,
BOOK-8e49475c,9963698c3a41d56f486c0061fa185a267273c60b5ae8e6a7b28d2b720bf0e1be,full-punjabi-geeta.pdf,knowledge/raw/source_library/Bhagwat geeta (punjabi)/full-punjabi-geeta.pdf,application/pdf,.pdf,3053345,563,punjabi,other,False,True,False,Amit,,,ch_1,ch_1,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-167fb897,c38ca823b7c83cfa90edfbcd97853ca0e109f1c2a17fb4b9bce0b109f717c8ea,Bhagavad-gita Bengali.pdf,knowledge/raw/source_library/Bhagwat gita (bengali)/Bhagavad-gita Bengali.pdf,application/pdf,.pdf,1932915,458,bengali,bengali,False,True,False,,,,Bhagavad-gita Bengali,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-46c63a44,59cfc1433a6c3b73781b93dd36ea18c16f547f12e9204b97bc34a65fa5f06a45,Bhaktmal.pdf,knowledge/raw/source_library/Bhaktmal/Bhaktmal.pdf,application/pdf,.pdf,42524667,1035,english,latin,True,False,False,,,,Bhaktmal.pdf,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-faf0cf9f,a9b59b63649110786cea30d4d1b867942f71fb66dae934fa3e38acc6f1ed4d03,श्रीभक्तमाल.pdf,knowledge/raw/source_library/Bhaktmal/श्रीभक्तमाल.pdf,application/pdf,.pdf,39822245,1006,hindi,unknown,True,False,False,,,,श्रीभक्तमाल,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-e8480801,b80d039dbea13e0e612642f292bc79472f267464cbc1ad1ce91be8bd7bad3091,Bhavishya malika book.pdf,knowledge/raw/source_library/Bhavishya mallika/Bhavishya malika book.pdf,application/pdf,.pdf,11169961,83,hindi,devanagari,False,True,False,Raju Seth,,,Bhavishya malika book,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-ae4d052a,a88f1782c6b23107bf26e027547e51f11a9ad407e4876f29bd151fdfe81448a0,Bhavishya-Malika-in-Hindi.pdf,knowledge/raw/source_library/Bhavishya mallika/Bhavishya-Malika-in-Hindi.pdf,application/pdf,.pdf,12590036,130,hindi,unknown,True,False,False,,,,Bhavisya Malika Translated by Sonu Kumar,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-2619bf86,7257d649bb7fea145086bea5746f719fea267a60ce7d4b2d3e6654440d38fce1,instapdf.in-bhavishya-malika-book-691.pdf,knowledge/raw/source_library/Bhavishya mallika/instapdf.in-bhavishya-malika-book-691.pdf,application/pdf,.pdf,9965751,517,unknown,unknown,True,False,False,,,,instapdf.in-bhavishya-malika-book-691,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-92e4a7c6,757c164ee9e609ab844b53e99b8b30e24a7d5588a518fe67c47d61aca57fe8b9,भविष्य मालिका putin.pdf,knowledge/raw/source_library/Bhavishya mallika/भविष्य मालिका putin.pdf,application/pdf,.pdf,10602341,83,hindi,devanagari,False,True,False,Raju Seth,,,भविष्य मालिका putin,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-1dae53a2,1a41ced198f719a44dddf02ee3736bee95e6656716e7a6745c455e959ea63fee,Brahmacharya Ki Shakti by Swami Rama Tirtha.pdf,knowledge/raw/source_library/Bhramcharya/Brahmacharya Ki Shakti by Swami Rama Tirtha.pdf,application/pdf,.pdf,3834319,100,unknown,unknown,True,False,False,sanatanaudiobooks.blogspot.in,,,Brahmacharya Ki Shakti by Swami Rama Tirtha,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-b10735d4,b3d210288ea2a002079966784610bdaa23f0af7b67d43b602c8023428c731bfc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,knowledge/raw/source_library/Bhramcharya/D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,image/jpeg,.jpeg,377375,0,unknown,unknown,True,False,False,,,,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971,,2026-07-11T17:20:16Z,pending,0.1.0,0.4,filename_heuristic,
BOOK-1ad2f306,c20bf6666d7399c673060ba4a7982f11d04ea92d044a44010a6dd51151ba7aae,brihaspatisutrao00brharich.pdf,knowledge/raw/source_library/Bhraspati sutra eng/brihaspatisutrao00brharich.pdf,application/pdf,.pdf,6983317,100,english,latin,False,True,False,Brhaspati,,,"Brihaspati sutra, or, The science of politics according to the school of Brihaspati",,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-b10735d4,b3d210288ea2a002079966784610bdaa23f0af7b67d43b602c8023428c731bfc,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,knowledge/raw/source_library/Bhrigu samhita/D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,image/jpeg,.jpeg,377375,0,unknown,unknown,True,False,False,,,,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971,,2026-07-11T17:20:16Z,pending,0.1.0,0.4,filename_heuristic,
BOOK-9856b15f,a9a77dbbea0124d2d766bab013dd2bf6ffbf48d117336ea8c7f4e9fd1b21302e,bhrigu-samhita-hindi1.pdf,knowledge/raw/source_library/Bhrigu samhita/bhrigu-samhita-hindi1.pdf,application/pdf,.pdf,116374854,638,hindi,unknown,True,False,False,IITR,,,Full page photo,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-07b38406,51ddbe4f34bb0753be9869556808d824c302bddae8ce533aaf41ec3ebc7a50f5,Copy of _सत्यवादी_राजा_हरिश्चंद्र_की_कथा.pdf,knowledge/raw/source_library/Biography (hindi)/Copy of _सत्यवादी_राजा_हरिश्चंद्र_की_कथा.pdf,application/pdf,.pdf,2647531,4,hindi,devanagari,False,True,False,,,,Copy of सत्यवादी राजा हरिश्चंद्र की कथा,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-9a868157,04c75b8ba3c93a3a5f42e0df367974a5afdb0ab2a77033647a2c018ea0c29d10,Copy of आर्यभट्ट ( Hindi ).pdf,knowledge/raw/source_library/Biography (hindi)/Copy of आर्यभट्ट ( Hindi ).pdf,application/pdf,.pdf,1447256,8,hindi,devanagari,False,True,False,Meena Manishika,,,Aryabhatt (Hindi Edition),,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-09c8b920,12e6fa1ce5ea211a2b754a5ae0e69cd79de4f95f16c1457eab4232d13897a7e4,Copy of आर्यभट्ट.pdf,knowledge/raw/source_library/Biography (hindi)/Copy of आर्यभट्ट.pdf,application/pdf,.pdf,1810825,21,hindi,unknown,True,False,False,,,,J2P and P2J Ver 1,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-52325c29,29a98eaaff0e31e79c8c63147ba44bcc3ed4f4841de04a70aef401150bcd4f4c,Copy of एकलव्य.pdf,knowledge/raw/source_library/Biography (hindi)/Copy of एकलव्य.pdf,application/pdf,.pdf,1768628,21,hindi,unknown,True,False,False,,,,J2P and P2J Ver 1,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-125f8216,22289442c45d15f003417a6423fd006b1db2ac12c8757792603742a94fb24883,Copy of कार्तिकेय.pdf,knowledge/raw/source_library/Biography (hindi)/Copy of कार्तिकेय.pdf,application/pdf,.pdf,1842137,21,hindi,unknown,True,False,False,,,,J2P and P2J Ver 1,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-aeacaa90,4b4982e3db7537079f39f40fa6026e1d8f8add2c380f9c856ab1e63642c06c30,Copy of छत्रपति शिवाजी ( Hindi ).pdf,knowledge/raw/source_library/Biography (hindi)/Copy of छत्रपति शिवाजी ( Hindi ).pdf,application/pdf,.pdf,1875618,81,hindi,devanagari,False,True,False,SHRINIVAS KUTUMBALE,,,CHHATRAPATI SHIVAJI : VIDHATA HINDVI SWARAJYA KA (Hindi Edition),,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-5ac0ab66,924dd7e1554b74b5ad0afd7465ae744da430c01c555decdbc4697ccb7ca6cda7,Copy of छत्रपति शिवाजी.pdf,knowledge/raw/source_library/Biography (hindi)/Copy of छत्रपति शिवाजी.pdf,application/pdf,.pdf,2100136,21,hindi,unknown,True,False,False,,,,J2P and P2J Ver 1,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-c6031a49,d6b1f73eedd2277b8fbb6eade983b431d50980c72c392217417f920f4ca9256c,Copy of जगद्गुरु शंकराचार्य.pdf,knowledge/raw/source_library/Biography (hindi)/Copy of जगद्गुरु शंकराचार्य.pdf,application/pdf,.pdf,1917437,21,hindi,unknown,True,False,False,,,,J2P and P2J Ver 1,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-1be1098c,0a2c6d2e0283bf51b32212877d34c3aec914d7c69d7fc8447663b400c1301faf,Copy of जीजाबाई.pdf,knowledge/raw/source_library/Biography (hindi)/Copy of जीजाबाई.pdf,application/pdf,.pdf,1928260,21,hindi,unknown,True,False,False,,,,J2P and P2J Ver 1,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
BOOK-6247f7ee,bede01627e9397742536814442cad96351bd64d5019e7d9ef86451fc4bf400ca,Copy of डॉ. हेडगेवार.pdf,knowledge/raw/source_library/Biography (hindi)/Copy of डॉ. हेडगेवार.pdf,application/pdf,.pdf,1929350,24,hindi,unknown,True,False,False,,,,J2P and P2J Ver 1,,2026-07-11T17:20:16Z,pending,0.1.0,0.8,pymupdf,
